Country Name;;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
Macedonia. FYR;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.8;40.2;40.1;38.5;36.9;35.6;;
Mali;Middle East & North Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.4;;;;;;;39.9;;;;;38.9;;;33;;;;;;;;
Malta;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Myanmar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.1;;
Middle East & North Africa (excluding high income);Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Montenegro;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.2;30;31.5;30.5;31;28.9;30.8;32.2;32.3;31.9;;;
Mongolia;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.2;;;30.3;;;;32.9;;;;;35.8;;;33.1;33.9;33.8;;32;;;
Northern Mariana Islands;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mozambique;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.4;;;;;;47;;;;;;45.6;;;;;;;;;
Mauritania;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.9;;;;;;50;;37.8;;;;;39;;;;40.2;;;;35.7;;;;;;32.4;;;
Mauritius;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.7;;;;;;35.8;;;;;
Malawi;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65.8;;;;;;;39.9;;;;;;46.1;;;;;;;
Malaysia;;;;;;;;;;;;;;;;;;;;;;;;;;48.6;;;47;;46.2;;;47.7;;;48.5;;49.2;;;;;;;46;;;46;;46.3;;;;;;;;
North America;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Namibia;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63.3;;;;;;61;;;;;;;;
New Caledonia;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Niger;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.1;;41.5;;;;;;;;;;;44.4;;37.3;;;;31.5;;;34;;;
Nigeria;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;38.7;;;;;;;45;;;;51.9;;;;;;;40.1;;;;;;43;;;;;;;;
Nicaragua;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.4;;;;;54.4;;;53.1;;;;49.2;;;;44.2;;;;;46.6;;;
Netherlands;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.8;29;30;29.6;29.3;27.9;27.9;27.8;27.6;28.1;28.6;;;
Norway;South Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.6;30.6;26.5;27.1;27;26.2;25.7;25.3;25.7;26.4;26.8;;;
Nepal;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.2;;;;;;;;43.8;;;;;;;32.8;;;;;;;
Nauru;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
New Zealand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OECD members;Middle East & North Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Other small states;South Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pakistan;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.3;;;33.3;;;;;;28.7;;33.1;;;30.4;;;32.5;32.7;;31.8;;;29.8;30.9;;30.7;;;;
Panama;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;48.7;;;;;;;;;;58.9;;58.2;;;;57.8;;58.2;57.5;56.5;57.7;57.3;56.6;56.4;55.1;54;55.1;53;52.6;52;51.9;51.8;51.9;51.7;50.7;51;;
Peru;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53.7;56.1;56.3;50.8;51.8;54;53.7;51.2;51.8;51.7;51.3;48.5;48;46.2;45.5;45.1;44.7;44.1;44.3;;
Philippines;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;41;;;40.8;;;43.8;;;42.9;;;46;;;42.8;;;41.5;;;42.9;;;41.8;;;42.2;;;40.1;;
Palau;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Papua New Guinea;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55.4;;;;;;;;;;;;;41.8;;;;;;;;
Poland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.7;;;32.7;;32.3;32.6;33;32.8;34;34.9;35.4;34.5;33.7;33.5;33.7;33.6;33.2;32.8;32.4;32.5;32.1;;;
Pre-demographic dividend;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Puerto Rico;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Korea. Dem. People's Rep.;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Portugal;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.9;38.5;38.1;36.8;36.6;34.9;35.8;36.3;36;36.2;35.6;;;
Paraguay;Middle East & North Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.8;;;;;58.2;;54.9;;54.6;;54.8;57.3;55.5;52.6;51.4;53.6;52.1;51;49.7;51.8;52.6;48.2;48.3;51.7;48;;
West Bank and Gaza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;34.7;34;35.6;;34.5;36.1;34.4;;;;;;
Pacific island small states;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Post-demographic dividend;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
French Polynesia;Middle East & North Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Qatar;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Romania;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.1;29.4;29.3;29.4;30.2;29.9;30;29.8;30.5;30.2;29.6;28.2;28.2;27.2;27.3;27.5;;;;
Russian Federation;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.4;;;46.1;38.4;38.1;37.4;37.1;39.6;37.3;40;40.3;41.3;41;42.3;41.6;39.8;39.5;39.8;40.7;40.9;39.9;37.7;;
Rwanda;;;;;;;;;;;;;;;;;;;;;;;;;;28.9;;;;;;;;;;;;;;;;48.5;;;;;52;;;;;51.3;;;50.4;;;;
South Asia;Middle East & North Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Saudi Arabia;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sudan;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.4;;;;;;;;
Senegal;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54.1;;;41.4;;;;;;;41.2;;;;39.2;;;;;;40.3;;;;;;
Singapore;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Solomon Islands;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.1;;;;;;;;37;;;;
Sierra Leone;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.2;;;;;;;;34;;;;;;
El Salvador;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;49.9;51.4;;54.5;52.2;51.3;51.1;51.5;50.7;47.4;47.9;45.4;45.2;46.7;45.9;44.5;42.4;41.8;43.5;41.8;40.8;;
San Marino;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somalia;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Serbia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;32.8;33;33.4;29.7;29.4;28.2;28.7;29.6;;;29.1;;;;
Sub-Saharan Africa (excluding high income);Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
South Sudan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.3;;;;;;;;
Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Small states;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sao Tome and Principe;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.1;;;;;;;;;;30.8;;;;;;;
Suriname;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.6;;;;;;;;;;;;;;;;;;
Slovak Republic;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.5;;;;19.5;;;;25.8;;;;;;;;27.1;29.3;25.8;24.7;26;27.2;27.3;26.5;26.1;28.1;26.1;;;
Slovenia;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.6;;;;;;29.2;;;;;;;;;;;24.8;24.6;24.4;24.4;23.7;24.8;24.9;24.9;25.6;26.2;25.7;;;
Sweden;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.1;26.8;26.4;26.4;26.8;26.3;26.5;26.9;27.1;27.7;27.2;;;
Swaziland;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.5;;;;;;53.1;;;;;;;;;51.5;;;;;;;;
Sint Maarten (Dutch part);Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seychelles;Middle East & North Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.8;;;;
Syrian Arab Republic;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.8;;;;;;;;;;;;;
Turks and Caicos Islands;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.8;;;;;;;;43.3;;;;;;
East Asia & Pacific (IDA & IBRD countries);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe & Central Asia (IDA & IBRD countries);Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Togo;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.2;;;;;46;;;;43;;
Thailand;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;45.2;;;;;;;43.8;;45.3;;47.9;;43.5;;42.9;;41.5;43.1;42.8;;41.9;;42.5;;41.8;39.8;40.3;39.8;39.4;37.5;39.3;37.8;;;;
Tajikistan;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.5;;;;32.7;33.6;;;32.2;;30.8;;;30.5;30.4;30.8;34;;
Turkmenistan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.8;;;;;;;;;;;;;;;;;;;
Latin America & the Caribbean (IDA & IBRD countries);East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Timor-Leste;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.9;;;;;;30.3;;;;;;;;;;
Middle East & North Africa (IDA & IBRD countries);East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tonga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.7;;;;;;;;37.5;;;;;;;;
South Asia (IDA & IBRD);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sub-Saharan Africa (IDA & IBRD countries);Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trinidad and Tobago;Middle East & North Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.6;;;;40.3;;;;;;;;;;;;;;;;;;;;;;;;;
Tunisia;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;43.4;;;;;40.2;;;;;41.7;;;;;40.8;;;;;37.7;;;;;35.8;;;;;;;
Turkey;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.5;;;;;;;41.3;;;;;;;;41.4;42.2;41.3;42.6;39.7;38.4;39;39;38.8;40;40.2;40.2;41.2;;;
Tuvalu;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.1;;;;;;;
Tanzania;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.3;;;;;;;;;37.3;;;;;;;40.3;;;;37.8;;;;;;
Uganda;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.4;;;41.4;;;;39;;;43;;;45.2;;;42.9;;;;44.2;;;41;;;;;
Ukraine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.3;35.2;;;;;;29;28.7;28.9;29;29.8;27;26.6;25.3;24.8;24.5;24.7;24.5;24.1;25.5;;
Upper middle income;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Uruguay;North America;;;;;;;;;;;;;;;;;;;;;;43.7;;;;;;;;42.4;;;;;;;;;;;;;;;;;47.2;47.6;46.3;46.3;45.3;43.4;41.3;41.9;41.6;41.7;;
United States;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;34.6;;;;;;;37.5;;;;;38.2;;;40.2;;;40.8;;;40.4;;;;40.5;;;41.1;;;40.4;;;41;;;;
Uzbekistan;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.7;;36.1;;33;35.3;;;;;;;;;;;;;;
St. Vincent and the Grenadines;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Venezuela. RB;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;55.6;;;;;;53.5;;45.3;;;42.5;;;47.8;;;49.8;48.3;;48.2;50.6;50.4;49.8;52.4;46.9;;;;;;;;;;;
British Virgin Islands;Latin America & Caribbean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Virgin Islands (U.S.);East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vietnam;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.7;;;;;;35.4;;;;37;;36.8;;35.8;;35.6;;39.3;;35.7;;34.8;;;
Vanuatu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.3;;;;;;;
World;East Asia & Pacific;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Samoa;Europe & Central Asia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;;;;;;;;;
Kosovo;Middle East & North Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;;31.2;30.3;;;31.8;33.3;27.8;29.4;26.7;;;;
Yemen. Rep.;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;;;;34.7;;;;;;;;;36.7;;;
South Africa;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59.3;;;60.7;;;;57.8;;;;;;64.8;;63;;;63.4;;;;;;
Zambia;Sub-Saharan Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.5;;52.6;;;48.3;;49.1;;;;42.1;;54.3;;54.6;;;;55.6;;;;;57.1;;
Zimbabwe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.2;;;;;;
